Mã đơn hàng,Ngày đặt hàng,Khu vực,Thành phố,Kênh bán hàng,Nhóm sản phẩm,Tên sản phẩm,Đơn giá (VNĐ),Số lượng,Doanh thu (VNĐ),Giảm giá (%),Thành tiền (VNĐ),Phí vận chuyển (VNĐ),Phương thức thanh toán,Giới tính KH,Tuổi KH,Đánh giá (sao),Trạng thái,Mã nhân viên
DH000512,2024-09-12,Miền Trung,Huế,Đại lý,Gia dụng,Máy xay sinh tố,1377000.0,5,6885000.0,0.0,6885000.0,0.0,Tiền mặt,,42.0,5.0,Hoàn thành,NV007
DH000513,2024-06-07,Tây Nguyên,Đắk Lắk,Siêu thị,Mỹ phẩm,Serum,367000.0,3,1101000.0,5.0,1046000.0,34000.0,Chuyển khoản,Nữ,28.0,4.0,Đang giao,NV024
DH000514,2023-04-29,Miền Nam,Bình Dương,Online,Gia dụng,Nồi cơm điện,978000.0,3,2934000.0,20.0,2347000.0,0.0,Chuyển khoản,Nữ,29.0,3.0,Hoàn thành,NV018
DH000515,2024-01-30,Miền Bắc,Hải Phòng,Online,Thực phẩm,Gạo ST25,51000.0,5,255000.0,0.0,255000.0,148000.0,Chuyển khoản,Nữ,60.0,5.0,Đã hủy,NV025
DH000516,2024-08-13,Miền Bắc,Quảng Ninh,Online,Điện tử,Tai nghe,373000.0,160,59680000.0,0.0,59680000.0,0.0,Chuyển khoản,Nam,47.0,5.0,Hoàn thành,NV012
DH000517,2023-07-14,Miền Trung,Huế,Đại lý,Điện tử,Tai nghe,165000.0,3,495000.0,15.0,421000.0,137000.0,Chuyển khoản,Nam,51.0,5.0,Hoàn thành,NV013
DH000518,2023-09-18,Miền Nam,Cần Thơ,,Thời trang,Quần jean,88000.0,3,264000.0,0.0,264000.0,122000.0,Chuyển khoản,Nam,18.0,1.0,Hoàn thành,NV020
DH000519,2023-02-15,Tây Nguyên,Đắk Lắk,Đại lý,Thực phẩm,Gạo ST25,62000.0,5,310000.0,15.0,264000.0,63000.0,Tiền mặt,Nữ,34.0,5.0,Hoàn thành,NV049
DH000520,2024-12-26,Miền Bắc,Hà Nội,Cửa hàng,Thực phẩm,Cà phê,51000.0,7,357000.0,0.0,357000.0,63000.0,Chuyển khoản,Nam,44.0,4.0,Trả hàng,NV020
DH000521,2024-03-22,Miền Nam,Cần Thơ,Siêu thị,Điện tử,Máy tính bảng,1554000.0,2,3108000.0,0.0,3108000.0,0.0,Thẻ tín dụng,Nam,45.0,5.0,Hoàn thành,NV039
DH000522,2023-01-02,Miền Trung,Nghệ An,Cửa hàng,Văn phòng phẩm,Bút bi,12000.0,3,36000.0,5.0,34000.0,70000.0,Ví điện tử,,45.0,5.0,Đã hủy,NV013
DH000523,2024-06-16,Tây Nguyên,Đắk Lắk,Đại lý,Thời trang,Đồng hồ,1500000.0,4,6000000.0,0.0,6000000.0,0.0,Tiền mặt,Nữ,41.0,5.0,Hoàn thành,NV033
DH000524,2024-07-05,Miền Nam,TP.HCM,Siêu thị,Mỹ phẩm,Serum,95000.0,2,190000.0,0.0,190000.0,144000.0,Chuyển khoản,Nữ,39.0,4.0,Hoàn thành,NV042
DH000525,2024-12-04,Miền Nam,Cần Thơ,Cửa hàng,Thực phẩm,Trà xanh,87000.0,5,435000.0,20.0,348000.0,68000.0,Chuyển khoản,Nam,40.0,3.0,Đã hủy,NV023
DH000526,2024-11-17,Miền Trung,Khánh Hòa,Cửa hàng,Điện tử,Điện thoại,2005000.0,4,8020000.0,0.0,8020000.0,0.0,COD,Nam,43.0,5.0,Hoàn thành,NV025
DH000527,2023-07-21,Miền Trung,Đà Nẵng,Cửa hàng,Mỹ phẩm,Kem chống nắng,189000.0,5,945000.0,0.0,945000.0,27000.0,Thẻ tín dụng,Nữ,32.0,2.0,Hoàn thành,NV015
DH000528,2024-01-08,Miền Bắc,Quảng Ninh,Đại lý,Gia dụng,Ấm siêu tốc,1139000.0,5,5695000.0,0.0,5695000.0,0.0,Ví điện tử,Nữ,47.0,5.0,Hoàn thành,NV014
DH000529,2024-03-17,Miền Bắc,Hải Phòng,Online,Thực phẩm,Trà xanh,120000.0,4,480000.0,15.0,408000.0,72000.0,COD,Nam,44.0,4.0,Hoàn thành,NV034
DH000530,2023-03-13,Miền Nam,Bình Dương,Siêu thị,Thực phẩm,Bánh tráng,43000.0,2,86000.0,0.0,86000.0,,Thẻ tín dụng,Nam,34.0,1.0,Hoàn thành,NV049
DH000531,2024-11-11,Miền Nam,Đồng Nai,Đại lý,Điện tử,Điện thoại,5218000.0,4,20872000.0,0.0,20872000.0,0.0,Chuyển khoản,Nữ,36.0,5.0,Hoàn thành,NV019
DH000532,2023-12-05,Tây Nguyên,Đắk Lắk,Siêu thị,Gia dụng,Máy xay sinh tố,645000.0,6,3870000.0,25.0,2902000.0,0.0,Ví điện tử,Nam,33.0,4.0,Hoàn thành,NV046
DH000533,2024-09-30,Tây Nguyên,Lâm Đồng,Đại lý,Văn phòng phẩm,Kẹp giấy,15000.0,3,45000.0,15.0,38000.0,134000.0,Chuyển khoản,Nữ,26.0,4.0,Hoàn thành,NV033
DH000534,2023-11-18,Miền Nam,Bình Dương,Cửa hàng,Điện tử,Loa bluetooth,2556000.0,3,7668000.0,25.0,5751000.0,0.0,COD,Nữ,39.0,3.0,Hoàn thành,NV016
DH000535,2024-11-10,Miền Nam,Cần Thơ,Cửa hàng,Thời trang,Đồng hồ,173000.0,5,865000.0,0.0,865000.0,73000.0,Chuyển khoản,Nữ,50.0,5.0,Đã hủy,NV022
DH000536,2023-05-08,Tây Nguyên,Gia Lai,Online,Văn phòng phẩm,Sổ tay,13000.0,7,91000.0,0.0,91000.0,68000.0,COD,Nam,29.0,2.0,Hoàn thành,NV015
DH000537,2023-11-04,Miền Nam,Đồng Nai,Online,Thời trang,Đồng hồ,189000.0,2,378000.0,0.0,378000.0,57000.0,Ví điện tử,Nam,44.0,3.0,Đang giao,NV010
DH000538,2024-06-03,Miền Bắc,Hà Nội,Siêu thị,Gia dụng,Bàn ủi,940000.0,4,3760000.0,30.0,2632000.0,0.0,Tiền mặt,Nữ,46.0,4.0,Hoàn thành,NV006
DH000539,2023-11-13,Miền Trung,Đà Nẵng,Online,Thực phẩm,Trà xanh,47000.0,4,188000.0,50.0,94000.0,111000.0,Tiền mặt,Nữ,39.0,4.0,Hoàn thành,NV001
DH000540,2024-11-13,Miền Bắc,Hải Phòng,Online,Thực phẩm,Cà phê,23000.0,5,115000.0,25.0,86000.0,49000.0,Chuyển khoản,Nam,29.0,3.0,Trả hàng,NV014
DH000541,2024-02-23,Tây Nguyên,Đắk Lắk,Siêu thị,Thực phẩm,Trà xanh,32000.0,4,128000.0,15.0,109000.0,71000.0,Chuyển khoản,Nam,38.0,5.0,Hoàn thành,NV038
DH000542,2023-12-01,Miền Nam,Cần Thơ,Đại lý,Thời trang,Đồng hồ,23000.0,163,3749000.0,0.0,3749000.0,0.0,Tiền mặt,Nam,23.0,5.0,Đã hủy,NV004
DH000543,2024-02-17,Miền Bắc,Hải Phòng,Online,Điện tử,Tai nghe,1105000.0,1,1105000.0,10.0,994000.0,127000.0,Ví điện tử,Nam,25.0,5.0,Hoàn thành,NV007
DH000544,2024-12-14,Miền Nam,Đồng Nai,Đại lý,Gia dụng,Máy xay sinh tố,513000.0,2,1026000.0,10.0,923000.0,51000.0,Tiền mặt,Nữ,42.0,4.0,Hoàn thành,NV011
DH000545,2023-10-30,Miền Nam,Bình Dương,Cửa hàng,Gia dụng,Nồi cơm điện,455000.0,6,2730000.0,0.0,2730000.0,0.0,Ví điện tử,Nam,39.0,4.0,Hoàn thành,NV001
DH000546,2024-07-21,Miền Trung,Nghệ An,Online,Gia dụng,Bàn ủi,2000000.0,4,8000000.0,0.0,8000000.0,0.0,Chuyển khoản,Nam,22.0,5.0,Đã hủy,NV039
DH000547,2023-05-11,Miền Bắc,Bắc Ninh,Cửa hàng,Gia dụng,Quạt điện,748000.0,3,2244000.0,0.0,2244000.0,0.0,Thẻ tín dụng,Nam,19.0,1.0,Hoàn thành,NV036
DH000548,2023-07-16,Miền Nam,Cần Thơ,Cửa hàng,Thời trang,Áo thun,459000.0,2,918000.0,15.0,780000.0,110000.0,Chuyển khoản,Nữ,49.0,,Hoàn thành,NV037
DH000549,2024-03-06,Miền Nam,TP.HCM,Đại lý,Điện tử,Điện thoại,278000.0,4,1112000.0,0.0,1112000.0,101000.0,COD,Nam,37.0,4.0,Hoàn thành,NV042
DH000550,2024-11-11,Miền Nam,Cần Thơ,Siêu thị,Mỹ phẩm,Kem chống nắng,144000.0,4,576000.0,0.0,576000.0,78000.0,Chuyển khoản,Nam,30.0,5.0,Hoàn thành,NV018
DH000551,2024-01-24,Miền Nam,Bình Dương,Online,Thực phẩm,Nước mắm,37000.0,3,111000.0,10.0,100000.0,123000.0,Chuyển khoản,Nữ,30.0,2.0,Hoàn thành,NV005
DH000552,2024-11-24,Miền Nam,Cần Thơ,Đại lý,Thời trang,Túi xách,160000.0,4,640000.0,0.0,640000.0,113000.0,Thẻ tín dụng,Nam,40.0,,Hoàn thành,NV040
DH000553,2023-06-28,Miền Nam,Bình Dương,Siêu thị,Điện tử,Loa bluetooth,766000.0,3,2298000.0,0.0,2298000.0,0.0,Chuyển khoản,Nữ,36.0,5.0,Đang giao,NV040
DH000554,2024-09-22,Miền Nam,Cần Thơ,Cửa hàng,Điện tử,Loa bluetooth,228000.0,8,1824000.0,0.0,1824000.0,101000.0,Thẻ tín dụng,Nữ,36.0,,Trả hàng,NV008
DH000555,2024-08-05,Miền Nam,TP.HCM,Online,Thời trang,Áo thun,108000.0,2,216000.0,0.0,216000.0,45000.0,Thẻ tín dụng,Nam,18.0,3.0,Hoàn thành,NV014
DH000556,2023-11-05,Miền Trung,Nghệ An,Cửa hàng,Mỹ phẩm,Kem chống nắng,439000.0,2,878000.0,0.0,878000.0,139000.0,Ví điện tử,,51.0,4.0,Hoàn thành,NV043
DH000557,2024-02-20,Miền Bắc,Hải Phòng,Cửa hàng,Văn phòng phẩm,Giấy A4,14000.0,6,84000.0,20.0,67000.0,63000.0,COD,Nữ,48.0,4.0,Đã hủy,NV002
DH000558,2024-07-15,Miền Bắc,Bắc Ninh,Online,Mỹ phẩm,Serum,127000.0,6,762000.0,0.0,762000.0,126000.0,COD,Nữ,37.0,3.0,Trả hàng,NV037
DH000559,2023-01-01,Miền Nam,Cần Thơ,Siêu thị,Văn phòng phẩm,Giấy A4,15000.0,3,45000.0,0.0,45000.0,103000.0,Tiền mặt,Nam,46.0,4.0,Hoàn thành,NV002
DH000560,2023-11-08,Miền Nam,TP.HCM,Siêu thị,Văn phòng phẩm,Bìa hồ sơ,27000.0,2,54000.0,10.0,49000.0,58000.0,Chuyển khoản,Nam,55.0,3.0,Hoàn thành,NV019
DH000561,2023-10-21,Miền Nam,Đồng Nai,Online,Thực phẩm,Gạo ST25,50000.0,3,150000.0,5.0,142000.0,137000.0,Chuyển khoản,Nữ,31.0,5.0,Hoàn thành,NV023
DH000562,2023-08-04,Miền Bắc,Hà Nội,Online,Thời trang,Áo thun,462000.0,6,2772000.0,0.0,2772000.0,0.0,Tiền mặt,Nam,34.0,4.0,Hoàn thành,NV018
DH000563,2024-03-16,Miền Bắc,Hải Phòng,Đại lý,Mỹ phẩm,Serum,93000.0,4,372000.0,0.0,372000.0,96000.0,Ví điện tử,Nam,35.0,3.0,Hoàn thành,NV042
DH000564,2024-08-16,Miền Bắc,Bắc Ninh,Đại lý,Thời trang,Túi xách,183000.0,5,915000.0,0.0,915000.0,103000.0,COD,Nam,23.0,5.0,Hoàn thành,NV044
DH000565,2024-09-13,Miền Trung,Nghệ An,Cửa hàng,Thời trang,Túi xách,398000.0,2,796000.0,0.0,796000.0,112000.0,Tiền mặt,Nam,,3.0,Hoàn thành,NV029
DH000566,2024-11-01,Miền Nam,Đồng Nai,Online,Thời trang,Túi xách,1364000.0,5,6820000.0,0.0,6820000.0,0.0,Chuyển khoản,Nam,39.0,4.0,Đang giao,NV023
DH000567,2023-11-26,Miền Trung,Khánh Hòa,Siêu thị,Thực phẩm,Trà xanh,118000.0,5,590000.0,0.0,590000.0,40000.0,Ví điện tử,Nam,37.0,2.0,Trả hàng,NV013
DH000568,2024-04-21,Miền Trung,Huế,Cửa hàng,Thời trang,Áo thun,478000.0,6,2868000.0,0.0,2868000.0,0.0,Chuyển khoản,Nam,55.0,4.0,Hoàn thành,NV030
DH000569,2024-03-28,Tây Nguyên,Lâm Đồng,Cửa hàng,Điện tử,Laptop,2399000.0,3,7197000.0,0.0,7197000.0,0.0,Chuyển khoản,Nữ,38.0,3.0,Hoàn thành,NV006
DH000570,2024-03-28,Miền Trung,Nghệ An,Cửa hàng,Thực phẩm,Nước mắm,116000.0,4,464000.0,25.0,348000.0,,Ví điện tử,Nữ,55.0,4.0,Hoàn thành,NV043
DH000571,2024-11-22,Miền Nam,Đồng Nai,Cửa hàng,Mỹ phẩm,Serum,409000.0,3,1227000.0,0.0,1227000.0,115000.0,Tiền mặt,,18.0,5.0,Hoàn thành,NV037
DH000572,2023-08-07,Miền Nam,Đồng Nai,Siêu thị,Thực phẩm,Trà xanh,13000.0,2,26000.0,0.0,26000.0,25000.0,Chuyển khoản,Nam,28.0,4.0,Hoàn thành,NV042
DH000573,2024-06-07,Miền Trung,Khánh Hòa,Cửa hàng,Mỹ phẩm,Sữa rửa mặt,77000.0,4,308000.0,0.0,308000.0,94000.0,Tiền mặt,Nam,36.0,3.0,Hoàn thành,NV047
DH000574,2024-04-29,Miền Nam,Bình Dương,Online,Điện tử,Laptop,3001000.0,6,18006000.0,20.0,14405000.0,0.0,Chuyển khoản,Nam,46.0,5.0,Hoàn thành,NV026
DH000575,2023-06-23,Miền Nam,Đồng Nai,Đại lý,Điện tử,Laptop,234000.0,4,936000.0,0.0,936000.0,146000.0,Tiền mặt,Nam,32.0,4.0,Hoàn thành,NV024
DH000576,2024-11-05,Tây Nguyên,Gia Lai,Siêu thị,Thực phẩm,Bánh tráng,29000.0,2,58000.0,15.0,49000.0,33000.0,Ví điện tử,Nữ,43.0,5.0,Hoàn thành,NV037
DH000577,2023-03-28,Miền Bắc,Hà Nội,Online,Thực phẩm,Trà xanh,33000.0,3,99000.0,0.0,99000.0,53000.0,Tiền mặt,Nam,48.0,5.0,Hoàn thành,NV042
DH000578,2023-10-18,Tây Nguyên,Đắk Lắk,Online,Gia dụng,Bàn ủi,418000.0,7,2926000.0,0.0,2926000.0,0.0,Thẻ tín dụng,Nữ,48.0,4.0,Đã hủy,NV037
DH000579,2024-06-11,Miền Trung,Huế,Online,Mỹ phẩm,Serum,154000.0,6,924000.0,0.0,924000.0,95000.0,Thẻ tín dụng,Nữ,55.0,5.0,Hoàn thành,NV015
DH000580,2024-11-10,Miền Bắc,Hải Phòng,Đại lý,Gia dụng,Bàn ủi,408000.0,5,2040000.0,5.0,1938000.0,,Thẻ tín dụng,Nữ,20.0,2.0,Hoàn thành,NV012
DH000581,2024-10-10,Miền Trung,Khánh Hòa,Đại lý,Văn phòng phẩm,Sổ tay,23000.0,4,92000.0,0.0,92000.0,107000.0,Ví điện tử,Nữ,30.0,4.0,Hoàn thành,NV012
DH000582,2024-09-26,Tây Nguyên,Đắk Lắk,Đại lý,Thực phẩm,Gạo ST25,43000.0,2,86000.0,0.0,86000.0,54000.0,Chuyển khoản,Nữ,56.0,,Hoàn thành,NV025
DH000583,2023-12-10,Miền Trung,Khánh Hòa,Online,Thời trang,Áo thun,221000.0,7,1547000.0,10.0,1392000.0,40000.0,Ví điện tử,Nam,27.0,5.0,Hoàn thành,NV010
DH000584,2023-04-06,Miền Trung,Huế,Đại lý,Thực phẩm,Nước mắm,22000.0,1,22000.0,0.0,22000.0,29000.0,Ví điện tử,Nam,28.0,3.0,Hoàn thành,NV005
DH000585,2023-08-29,Miền Nam,Bình Dương,Cửa hàng,Điện tử,Máy tính bảng,6837000.0,69,471753000.0,0.0,471753000.0,0.0,Thẻ tín dụng,Nữ,34.0,1.0,Hoàn thành,NV033
DH000586,2024-11-19,Miền Bắc,Bắc Ninh,Đại lý,Thời trang,Túi xách,175000.0,4,700000.0,0.0,700000.0,52000.0,Chuyển khoản,Nam,51.0,5.0,Hoàn thành,NV035
DH000587,2023-11-14,Miền Bắc,Bắc Ninh,Siêu thị,Thời trang,Túi xách,126000.0,4,504000.0,0.0,504000.0,103000.0,COD,Nam,25.0,3.0,Hoàn thành,NV028
DH000588,2023-08-19,Miền Bắc,Hải Phòng,Online,Thực phẩm,Cà phê,57000.0,4,228000.0,5.0,217000.0,113000.0,Tiền mặt,Nam,22.0,5.0,Hoàn thành,NV007
DH000589,2023-07-23,Miền Bắc,Quảng Ninh,Online,Điện tử,Tai nghe,797000.0,4,3188000.0,0.0,3188000.0,0.0,Chuyển khoản,Nữ,28.0,4.0,Hoàn thành,NV014
DH000590,2023-05-31,Miền Bắc,Quảng Ninh,Cửa hàng,Điện tử,Tai nghe,1064000.0,4,4256000.0,0.0,4256000.0,0.0,Ví điện tử,Nam,48.0,4.0,Hoàn thành,NV044
DH000591,2023-01-26,Miền Bắc,Hà Nội,Đại lý,Gia dụng,Nồi cơm điện,599000.0,5,2995000.0,0.0,2995000.0,0.0,Chuyển khoản,Nam,38.0,3.0,Trả hàng,NV042
DH000592,2023-02-17,Miền Nam,Cần Thơ,Đại lý,Thực phẩm,Cà phê,41000.0,4,164000.0,0.0,164000.0,39000.0,Chuyển khoản,Nữ,18.0,4.0,Hoàn thành,NV019
DH000593,2023-09-08,Miền Bắc,Hà Nội,Siêu thị,Gia dụng,Máy xay sinh tố,2522000.0,5,12610000.0,20.0,10088000.0,0.0,Tiền mặt,Nữ,36.0,5.0,Hoàn thành,NV035
DH000594,2024-05-01,Miền Trung,Nghệ An,Cửa hàng,Gia dụng,Bàn ủi,474000.0,2,948000.0,0.0,948000.0,105000.0,Ví điện tử,Nữ,32.0,4.0,Hoàn thành,NV020
DH000595,2024-09-17,Miền Nam,Đồng Nai,Siêu thị,Điện tử,Điện thoại,4198000.0,4,16792000.0,0.0,16792000.0,0.0,COD,Nữ,41.0,2.0,Hoàn thành,NV019
DH000596,2023-03-16,Miền Trung,Nghệ An,Siêu thị,Thời trang,Áo thun,63000.0,4,252000.0,0.0,252000.0,142000.0,COD,Nam,35.0,4.0,Hoàn thành,NV019
DH000597,2024-04-11,Miền Nam,Cần Thơ,Online,Điện tử,Máy tính bảng,712000.0,3,2136000.0,0.0,2136000.0,0.0,Tiền mặt,Nam,37.0,4.0,Hoàn thành,NV032
DH000598,2024-02-29,Miền Bắc,Hà Nội,Online,Mỹ phẩm,Sữa rửa mặt,75000.0,112,8400000.0,0.0,8400000.0,0.0,Tiền mặt,Nữ,,4.0,Hoàn thành,NV044
DH000599,2024-10-06,Miền Bắc,Bắc Ninh,Đại lý,Gia dụng,Quạt điện,256000.0,4,1024000.0,0.0,1024000.0,131000.0,Chuyển khoản,Nữ,25.0,2.0,Hoàn thành,NV008
DH000600,2024-08-12,Miền Bắc,Quảng Ninh,Đại lý,Thời trang,Giày thể thao,418000.0,3,1254000.0,0.0,1254000.0,108000.0,Chuyển khoản,Nữ,37.0,2.0,Hoàn thành,NV049
DH000601,2023-07-19,Miền Bắc,Bắc Ninh,Siêu thị,Thời trang,Giày thể thao,687000.0,1,687000.0,0.0,687000.0,71000.0,Thẻ tín dụng,Nữ,28.0,5.0,Hoàn thành,NV027
DH000602,2024-12-14,Miền Bắc,Bắc Ninh,Đại lý,Văn phòng phẩm,Sổ tay,18000.0,1,18000.0,15.0,15000.0,30000.0,Ví điện tử,Nữ,35.0,4.0,Trả hàng,NV033
DH000603,2024-01-29,Miền Bắc,Bắc Ninh,Siêu thị,Thực phẩm,Nước mắm,44000.0,3,132000.0,0.0,132000.0,66000.0,Tiền mặt,Nam,53.0,4.0,Đã hủy,NV034
DH000604,2024-05-21,Miền Bắc,Bắc Ninh,Đại lý,Mỹ phẩm,Sữa rửa mặt,113000.0,5,565000.0,5.0,537000.0,16000.0,Tiền mặt,Nữ,28.0,5.0,Hoàn thành,NV023
DH000605,2024-02-14,Miền Bắc,Bắc Ninh,Đại lý,Thời trang,Giày thể thao,731000.0,6,4386000.0,0.0,4386000.0,0.0,COD,Nam,33.0,3.0,Đang giao,NV030
DH000606,2023-09-07,Miền Trung,Nghệ An,Online,Thời trang,Áo thun,1573000.0,3,4719000.0,0.0,4719000.0,0.0,Chuyển khoản,Nữ,33.0,5.0,Hoàn thành,NV043
DH000607,2023-06-01,Miền Bắc,Bắc Ninh,Online,Mỹ phẩm,Nước hoa,226000.0,2,452000.0,0.0,452000.0,86000.0,Tiền mặt,Nam,,5.0,Hoàn thành,NV044
DH000608,2024-11-02,Miền Trung,Nghệ An,Online,Gia dụng,Ấm siêu tốc,965000.0,2,1930000.0,0.0,1930000.0,88000.0,Thẻ tín dụng,Nam,44.0,4.0,Hoàn thành,NV030
DH000609,2024-12-05,Miền Nam,Bình Dương,Online,Gia dụng,Bàn ủi,636000.0,4,2544000.0,0.0,2544000.0,0.0,Ví điện tử,Nữ,38.0,4.0,Trả hàng,NV007
DH000610,2023-01-06,Miền Nam,Đồng Nai,Cửa hàng,Thực phẩm,Cà phê,79000.0,6,474000.0,0.0,474000.0,138000.0,Ví điện tử,Nam,45.0,3.0,Hoàn thành,NV002
DH000611,2023-04-20,Miền Bắc,Hà Nội,Online,Thực phẩm,Bánh tráng,25000.0,3,75000.0,0.0,75000.0,48000.0,Thẻ tín dụng,Nam,18.0,4.0,Hoàn thành,NV010
DH000612,2024-03-11,Miền Nam,Cần Thơ,Cửa hàng,Gia dụng,Nồi cơm điện,355000.0,5,1775000.0,0.0,1775000.0,30000.0,Thẻ tín dụng,Nữ,44.0,4.0,Đã hủy,NV022
DH000613,2023-08-13,Miền Nam,Đồng Nai,Online,Thời trang,Quần jean,412000.0,3,1236000.0,0.0,1236000.0,125000.0,Chuyển khoản,Nữ,36.0,4.0,Hoàn thành,NV005
DH000614,2023-06-30,Miền Bắc,Hải Phòng,Đại lý,Thời trang,Đồng hồ,791000.0,4,3164000.0,0.0,3164000.0,,Thẻ tín dụng,Nữ,39.0,5.0,Hoàn thành,NV033
DH000615,2024-12-13,Miền Nam,Bình Dương,Siêu thị,Mỹ phẩm,Sữa rửa mặt,96000.0,3,288000.0,0.0,288000.0,35000.0,COD,Nam,33.0,2.0,Hoàn thành,NV042
DH000616,2024-06-14,Tây Nguyên,Gia Lai,Đại lý,Thời trang,Quần jean,59000.0,120,7080000.0,15.0,6018000.0,0.0,COD,Nam,27.0,4.0,Hoàn thành,NV011
DH000617,2024-04-20,Miền Bắc,Hà Nội,Đại lý,Thực phẩm,Cà phê,37000.0,5,185000.0,5.0,176000.0,120000.0,Thẻ tín dụng,Nam,38.0,5.0,Hoàn thành,NV002
DH000618,2023-02-21,Miền Bắc,Quảng Ninh,Cửa hàng,Gia dụng,Bàn ủi,1014000.0,5,5070000.0,15.0,4310000.0,0.0,Thẻ tín dụng,Nữ,29.0,2.0,Hoàn thành,NV024
DH000619,2024-07-24,Miền Nam,TP.HCM,Online,Văn phòng phẩm,Kẹp giấy,7000.0,4,28000.0,10.0,25000.0,103000.0,Chuyển khoản,Nữ,34.0,4.0,Hoàn thành,NV024
DH000620,2023-09-13,Miền Nam,Bình Dương,Siêu thị,Thực phẩm,Gạo ST25,25000.0,4,100000.0,50.0,50000.0,130000.0,Chuyển khoản,Nam,36.0,5.0,Hoàn thành,NV023
DH000621,2023-05-05,Miền Bắc,Hà Nội,Siêu thị,Thực phẩm,Gạo ST25,55000.0,3,165000.0,0.0,165000.0,105000.0,COD,Nữ,34.0,4.0,Đã hủy,NV035
DH000622,2024-04-12,Miền Bắc,Quảng Ninh,Online,Mỹ phẩm,Kem chống nắng,180000.0,2,360000.0,0.0,360000.0,148000.0,Thẻ tín dụng,Nữ,29.0,5.0,Hoàn thành,NV049
DH000623,2023-05-17,Miền Trung,Huế,Cửa hàng,Mỹ phẩm,Kem chống nắng,341000.0,6,2046000.0,0.0,2046000.0,0.0,Chuyển khoản,Nữ,44.0,3.0,Hoàn thành,NV048
DH000624,2024-04-20,Miền Trung,Đà Nẵng,Cửa hàng,Gia dụng,Ấm siêu tốc,212000.0,10,2120000.0,0.0,2120000.0,0.0,Thẻ tín dụng,Nam,25.0,5.0,Hoàn thành,NV002
DH000625,2024-11-14,Miền Nam,TP.HCM,Cửa hàng,Thực phẩm,Gạo ST25,41000.0,7,287000.0,0.0,287000.0,103000.0,Tiền mặt,Nam,23.0,5.0,Hoàn thành,NV040
DH000626,2024-06-27,Miền Trung,Đà Nẵng,Siêu thị,Thời trang,Túi xách,780000.0,2,1560000.0,0.0,1560000.0,26000.0,COD,Nam,18.0,4.0,Đang giao,NV041
DH000627,2024-07-26,Miền Trung,Nghệ An,Cửa hàng,Thực phẩm,Gạo ST25,24000.0,4,96000.0,25.0,72000.0,123000.0,Chuyển khoản,Nữ,18.0,2.0,Đã hủy,NV014
DH000628,2024-09-01,Miền Nam,TP.HCM,Cửa hàng,Mỹ phẩm,Son môi,756000.0,3,2268000.0,0.0,2268000.0,0.0,Chuyển khoản,Nữ,33.0,4.0,Hoàn thành,NV030
DH000629,2023-11-21,Miền Bắc,Hải Phòng,Siêu thị,Mỹ phẩm,Sữa rửa mặt,77000.0,3,231000.0,0.0,231000.0,129000.0,Tiền mặt,Nữ,31.0,4.0,Hoàn thành,NV022
DH000630,2024-03-29,Miền Bắc,Quảng Ninh,Siêu thị,Điện tử,Điện thoại,5542000.0,8,44336000.0,10.0,39902000.0,0.0,Thẻ tín dụng,Nữ,18.0,4.0,Hoàn thành,NV004
DH000631,2024-09-19,Miền Nam,Cần Thơ,Đại lý,Thực phẩm,Bánh tráng,40000.0,5,200000.0,0.0,200000.0,149000.0,COD,Nữ,35.0,5.0,Hoàn thành,NV014
DH000632,2024-05-31,Miền Nam,Bình Dương,Siêu thị,Thực phẩm,Bánh tráng,25000.0,2,50000.0,0.0,50000.0,29000.0,Thẻ tín dụng,Nam,42.0,4.0,Hoàn thành,NV015
DH000633,2024-03-12,Miền Nam,Bình Dương,Online,Văn phòng phẩm,Giấy A4,12000.0,172,2064000.0,5.0,1961000.0,16000.0,Chuyển khoản,Nam,29.0,4.0,Hoàn thành,NV026
DH000634,2024-07-15,Miền Nam,Bình Dương,Siêu thị,Gia dụng,Ấm siêu tốc,732000.0,4,2928000.0,0.0,2928000.0,0.0,Chuyển khoản,Nam,34.0,2.0,Đang giao,NV006
DH000635,2024-04-01,Miền Bắc,Quảng Ninh,Siêu thị,Thực phẩm,Trà xanh,50000.0,4,200000.0,0.0,200000.0,134000.0,Thẻ tín dụng,Nữ,39.0,4.0,Hoàn thành,NV015
DH000636,2023-06-12,Miền Trung,Huế,Cửa hàng,Điện tử,Laptop,7655000.0,5,38275000.0,20.0,30620000.0,0.0,Thẻ tín dụng,Nữ,28.0,5.0,Hoàn thành,NV029
DH000637,2024-05-01,Miền Nam,Cần Thơ,Đại lý,Thực phẩm,Gạo ST25,118000.0,7,826000.0,0.0,826000.0,23000.0,Tiền mặt,Nữ,33.0,5.0,Hoàn thành,NV029
DH000638,2024-04-05,Miền Bắc,Quảng Ninh,Cửa hàng,Điện tử,Laptop,484000.0,5,2420000.0,0.0,2420000.0,0.0,COD,Nam,39.0,4.0,Hoàn thành,NV017
DH000639,2023-09-23,Miền Bắc,Hà Nội,Đại lý,Mỹ phẩm,Kem chống nắng,65000.0,6,390000.0,0.0,390000.0,40000.0,Chuyển khoản,Nữ,34.0,5.0,Đang giao,NV030
